CEvent,Class,Class,true
CMutex,Class,Class,true
EventArgs,Class,Class,false
#Analog_Serial_Expand,Keyword,Declaration,true
#Begin_Parameter_Properties,Keyword,Declaration,false
#Begin_Prop_Full_Description,Keyword,Declaration,false
#Begin_Prop_Notes,Keyword,Declaration,false
#Category,Keyword,Declaration,true
#Crestron_Library,Keyword,Declaration,true
#Crestron_SimplSharp_Library,Keyword,Declaration,true
#Default_NonVolatile,Keyword,Declaration,true
#Default_Volatile,Keyword,Declaration,true
#Define_Constant,Keyword,Declaration,true
#Digital_Expand,Keyword,Declaration,true
#Enable_Dynamic,Keyword,Declaration,true
#Enable_Stack_Checking,Keyword,Declaration,true
#Enable_Trace,Keyword,Declaration,true
#Encoding_Ascii,Keyword,Declaration,true
#Encoding_Inherit_From_Parent,Keyword,Declaration,true
#Encoding_Inherit_From_Program,Keyword,Declaration,true
#Encoding_Utf16,Keyword,Declaration,true
#End_Prop_Full_Description,Keyword,Declaration,false
#End_Prop_Notes,Keyword,Declaration,false
#Help,Keyword,Declaration,true
#Help_Begin,Keyword,Declaration,false
#Help_End,Keyword,Declaration,false
#Hint,Keyword,Declaration,true
#If_Series4,Keyword,Declaration,true
#IncludePath,Keyword,Declaration,true
#Large_Stack,Keyword,Declaration,true
#Max_Internal_Buffer_Size,Keyword,Declaration,true
#Output_Shift,Keyword,Declaration,true
#Print_To_Trace,Keyword,Declaration,true
#PropBounds,Keyword,Declaration,false
#PropDefaultUnits,Keyword,Declaration,false
#PropDefaultValue,Keyword,Declaration,false
#PropDefaultValue,Keyword,Declaration,false
#PropValidUnits,Keyword,Declaration,false
#Symbol_Name,Keyword,Declaration,true
#User_Library,Keyword,Declaration,true
#User_SimplSharp_Library,Keyword,Declaration,true
Change,Keyword,Declaration,true
Event,Keyword,Declaration,true
Push,Keyword,Declaration,true
Release,Keyword,Declaration,true
SocketConnect,Keyword,Declaration,true
SocketDisconnect,Keyword,Declaration,false
SocketReceive,Keyword,Declaration,true
SocketStatus,Keyword,Declaration,true
Structure,Keyword,Declaration,false
RegisterDelegate,Keyword,Declaration,false
UnregisterDelegate,Keyword,Declaration,false
RegisterEvent,Keyword,Declaration,false
UnregisterEvent,Keyword,Declaration,false
_Oem_Break,Variable,Digital_Input,true
_Oem_Cd,Variable,Digital_Input,true
_Oem_Cts,Variable,Digital_Input,true
_Oem_Dtr,Variable,Digital_Input,true
_Oem_Long_Break,Variable,Digital_Input,true
_Oem_Max_String,Variable,Digital_Input,true
_Oem_Pacing,Variable,Digital_Input,true
_Oem_Rts,Variable,Digital_Input,true
_Oem_Str_In,Variable,Digital_Input,true
_Oem_Str_Out,Variable,Digital_Input,true
ENCODING_ASCII,Constant,Encoding_Type,false
ENCODING_UTF16,Constant,Encoding_Type,false
ENCODING_INHERIT,Constant,Encoding_Type,false
Function,Keyword,Function Declaration,false
Integer_Function,Keyword,Function Declaration,false
Long_Integer_Function,Keyword,Function Declaration,false
Signed_Integer_Function,Keyword,Function Declaration,false
Signed_Long_Integer_Function,Keyword,Function Declaration,false
SimplSharpString_Function,Keyword,Function Declaration,false
String_Function,Keyword,Function Declaration,false
#EndIf,Keyword,Global Declaration,false
#If_Defined,Keyword,Global Declaration,false
#If_Not_Defined,Keyword,Global Declaration,false
#If_Series2,Keyword,Global Declaration,true
#If_Series3,Keyword,Global Declaration,true
Analog_Input,Keyword,Input Declaration,true
Buffer_Input,Keyword,Input Declaration,true
Digital_Input,Keyword,Input Declaration,true
String_Input,Keyword,Input Declaration,true
_O_APPEND,Constant,Integer,false
_O_BINARY,Constant,Integer,false
_O_CREAT,Constant,Integer,false
_O_EXCL,Constant,Integer,false
_O_RDONLY,Constant,Integer,false
_O_RDWR,Constant,Integer,false
_O_TEXT,Constant,Integer,false
_O_TRUNC,Constant,Integer,false
_O_WRONLY,Constant,Integer,false
ADirEnt,Constant,Integer,false
AHidden,Constant,Integer,false
Archive,Constant,Integer,false
ARdOnly,Constant,Integer,false
ASystem,Constant,Integer,false
AVolume,Constant,Integer,false
Off,Constant,Integer,false
On,Constant,Integer,false
SEEK_CUR,Constant,Integer,false
SEEK_END,Constant,Integer,false
SEEK_SET,Constant,Integer,false
Abs,Function,Integer,true
AToI,Function,Integer,true
Bit,Function,Integer,true
Byte,Function,Integer,true
CheckForDisk,Function,Integer,true
CheckForNvramDisk,Function,Integer,true
FileGetDateNum,Function,Integer,true
FileGetDayOfWeekNum,Function,Integer,true
FileGetHourNum,Function,Integer,true
FileGetMinutesNum,Function,Integer,true
FileGetMonthNum,Function,Integer,true
Find,Function,Integer,true
FindNoCase,Function,Integer,true
GetC,Function,Integer,true
GetCip,Function,Integer,true
GetCresnet,Function,Integer,true
GetDateNum,Function,Integer,true
GetDayOfWeekNum,Function,Integer,true
GetDst,Function,Integer,true
GetHourNum,Function,Integer,true
GetHSeconds,Function,Integer,true
GetLastModifiedArrayIndex,Function,Integer,true
GetMinutesNum,Function,Integer,true
GetMonthNum,Function,Integer,true
GetNumArrayCols,Function,Integer,true
GetNumArrayRows,Function,Integer,true
GetNumStructureArrayCols,Function,Integer,true
GetSecondsNum,Function,Integer,true
GetSlot,Function,Integer,true
GetTicks,Function,Integer,true
GetYearNum,Function,Integer,true
HexToI,Function,Integer,true
High,Function,Integer,true
HighWord,Function,Integer,true
IsDirectory,Function,Integer,true
IsHidden,Function,Integer,true
IsNull,Function,Integer,true
IsReadOnly,Function,Integer,true
IsSystem,Function,Integer,true
IsVolume,Function,Integer,true
Len,Function,Integer,true
Low,Function,Integer,true
LowerChar,Function,Integer,true
LowWord,Function,Integer,true
Max,Function,Integer,true
Min,Function,Integer,true
MulDiv,Function,Integer,true
Not,Function,Integer,false
Random,Function,Integer,true
ReverseFind,Function,Integer,true
ReverseFindNoCase,Function,Integer,true
Rnd,Function,Integer,true
RotateLeft,Function,Integer,true
RotateRight,Function,Integer,true
SetString,Function,Integer,true
SMax,Function,Integer,true
SMin,Function,Integer,true
UpperChar,Function,Integer,true
AToL,Function,Long_Integer,true
FileLength,Function,Long_Integer,true
HexToL,Function,Long_Integer,true
RotateLeftLong,Function,Long_Integer,true
RotateRightLong,Function,Long_Integer,true
EventHandler,Keyword,Modifier,false
Ascii,Keyword,Modifier,true
ByRef,Keyword,Modifier,false
ByVal,Keyword,Modifier,false
Callback,Keyword,Modifier,false
Dynamic,Keyword,Modifier,true
Inherit,Keyword,Modifier,true
Nonvolatile,Keyword,Modifier,true
ReadOnlyRef,Keyword,Modifier,false
ThreadSafe,Keyword,Modifier,true
Utf16,Keyword,Modifier,true
Volatile,Keyword,Modifier,true
Analog_Output,Keyword,Output Declaration,true
Buffer_Output,Keyword,Output Declaration,false
Digital_Output,Keyword,Output Declaration,true
String_Output,Keyword,Output Declaration,true
Integer_Parameter,Keyword,Parameter Declaration,true
Long_Integer_Parameter,Keyword,Parameter Declaration,true
Signed_Integer_Parameter,Keyword,Parameter Declaration,true
Signed_Long_Integer_Parameter,Keyword,Parameter Declaration,true
String_Parameter,Keyword,Parameter Declaration,true
AToSi,Function,Signed_Integer,false
CompareRampsByAttribute,Function,Signed_Integer,true
CompareRampsById,Function,Signed_Integer,true
CompareStrings,Function,Signed_Integer,true
CompareStringsNoCase,Function,Signed_Integer,true
CreateRamp,Function,Signed_Integer,true
EndFileOperations,Function,Signed_Integer,false
FileBof,Function,Signed_Integer,true
FileClose,Function,Signed_Integer,true
FileDelete,Function,Signed_Integer,true
FileDeleteShared,Function,Signed_Integer,true
FileEof,Function,Signed_Integer,true
FileGetSecondsNum,Function,Signed_Integer,true
FileGetYearNum,Function,Signed_Integer,true
FileOpen,Function,Signed_Integer,true
FileOpenShared,Function,Signed_Integer,true
FileRead,Function,Signed_Integer,true
FileWrite,Function,Signed_Integer,true
FindClose,Function,Signed_Integer,true
FindFirst,Function,Signed_Integer,true
FindFirstShared,Function,Signed_Integer,true
FindNext,Function,Signed_Integer,true
GetGmtOffset,Function,Signed_Integer,true
GetRampInfo,Function,Signed_Integer,true
HexToSi,Function,Signed_Integer,true
IsRamping,Function,Signed_Integer,true
MakeDirectory,Function,Signed_Integer,true
MakeDirectoryShared,Function,Signed_Integer,true
ReadInteger,Function,Signed_Integer,true
ReadIntegerArray,Function,Signed_Integer,true
ReadLongInteger,Function,Signed_Integer,true
ReadLongIntegerArray,Function,Signed_Integer,true
ReadSignedInteger,Function,Signed_Integer,true
ReadSignedIntegerArray,Function,Signed_Integer,true
ReadSignedLongInteger,Function,Signed_Integer,true
ReadSignedLongIntegerArray,Function,Signed_Integer,true
ReadString,Function,Signed_Integer,true
ReadStringArray,Function,Signed_Integer,true
RemoveDirectory,Function,Signed_Integer,true
RemoveDirectoryShared,Function,Signed_Integer,true
RemoveGatherAsync,Function,Signed_Integer,true
ResizeArray,Function,Signed_Integer,true
ResizeString,Function,Signed_Integer,true
ResizeStructureArray,Function,Signed_Integer,true
SendMail,Function,Signed_Integer,true
SendMailAdvance,Function,Signed_Integer,true
SendMailWithAttachments,Function,Signed_Integer,true
SetCurrentDirectory,Function,Signed_Integer,true
SetGmtOffset,Function,Signed_Integer,true
SocketConnectClient,Function,Signed_Integer,true
SocketDisconnectClient,Function,Signed_Integer,true
SocketGetAddressAsRequested,Function,Signed_Integer,true
SocketGetRemoteIpAddress,Function,Signed_Integer,true
SocketGetSenderIpAddress,Function,Signed_Integer,true
SocketGetStatus,Function,Signed_Integer,true
SocketIsBroadcast,Function,Signed_Integer,true
SocketIsMulticast,Function,Signed_Integer,true
SocketSend,Function,Signed_Integer,true
SocketServerStartListen,Function,Signed_Integer,true
SocketServerStopListen,Function,Signed_Integer,true
SocketUdp_Disable,Function,Signed_Integer,true
SocketUdp_Enable,Function,Signed_Integer,true
StartFileOperations,Function,Signed_Integer,true
StopRamp,Function,Signed_Integer,true
WaitForNewDisk,Function,Signed_Integer,true
WriteInteger,Function,Signed_Integer,true
WriteIntegerArray,Function,Signed_Integer,true
WriteLongInteger,Function,Signed_Integer,true
WriteLongIntegerArray,Function,Signed_Integer,true
WriteSignedInteger,Function,Signed_Integer,true
WriteSignedIntegerArray,Function,Signed_Integer,true
WriteSignedLongInteger,Function,Signed_Integer,true
WriteSignedLongIntegerArray,Function,Signed_Integer,true
WriteString,Function,Signed_Integer,true
WriteStringArray,Function,Signed_Integer,true
AToSl,Function,Signed_Long_Integer,false
FileSeek,Function,Signed_Long_Integer,true
SocketGetPortNumber,Function,Signed_Long_Integer,true
Break,Keyword,Statement,true
CSwitch,Keyword,Statement,false
Switch,Keyword,Statement,false
Case,Keyword,Statement,false
Catch,Keyword,Statement,false
Continue,Keyword,Statement,true
Default,Keyword,Statement,false
Do,Keyword,Statement,false
Else,Keyword,Statement,false
For,Keyword,Statement,true
If,Keyword,Statement,false
Return,Keyword,Statement,false
Step,Keyword,Statement,false
To,Keyword,Statement,false
Try,Keyword,Statement,false
Until,Keyword,Statement,false
While,Keyword,Statement,true
Chr,Function,String,true
Date,Function,String,true
Day,Function,String,true
FileDate,Function,String,true
FileDay,Function,String,true
FileMonth,Function,String,true
FileTime,Function,String,true
Gather,Function,String,true
GatherByLength,Function,String,true
GetCurrentDirectory,Function,String,true
GetSymbolInstanceName,Function,String,true
GetSymbolReferenceName,Function,String,true
IToA,Function,String,true
IToHex,Function,String,true
Left,Function,String,true
Lower,Function,String,true
LToA,Function,String,true
LToHex,Function,String,true
Mid,Function,String,true
Month,Function,String,true
Remove,Function,String,true
RemoveByLength,Function,String,true
Right,Function,String,true
SetByte,Function,String,true
Time,Function,String,true
ToAscii,Function,String,true
ToUtf16,Function,String,true
Upper,Function,String,true
RampInfo,Struct,Structure,false
File_Info,Struct,Structure,false
Tcp_Client,Struct,Structure,false
Tcp_Server,Struct,Structure,false
Udp_Socket,Struct,Structure,false
Integer,Keyword,Variable Declaration,true
Long_Integer,Keyword,Variable Declaration,true
Signed_Integer,Keyword,Variable Declaration,true
Signed_Long_Integer,Keyword,Variable Declaration,true
String,Keyword,Variable Declaration,true
CancelAllWait,Function,Void,true
CancelWait,Function,Void,true
ClearBuffer,Function,Void,true
Delay,Function,Void,true
GatherAsync,Function,Void,true
GatherAsyncByLength,Function,Void,true
GatherByLengthWithDest,Function,Void,true
GenerateUserError,Function,Void,true
GenerateUserNotice,Function,Void,true
GenerateUserWarning,Function,Void,true
GetEncoding,Function,Void,true
GetExceptionCode,Function,Void,true
GetExceptionMessage,Function,Void,true
GetModelNumber,Function,Void,true
GetSeries,Function,Void,true
HexToSl,Function,Void,true
InitializeRampInfo,Function,Void,true
InitializeRampInfoArray,Function,Void,false
IsSignalDefined,Function,Void,true
MakeProgramFilename,Function,Void,true
MakeString,Function,Void,true
PauseAllWait,Function,Void,true
PauseWait,Function,Void,true
Print,Function,Void,true
ProcessLogic,Function,Void,true
Pulse,Function,Void,true
ReadStructure,Function,Void,true
ReArmGatherAsync,Function,Void,true
RegisterDelegate,Function,Void,false
RegisterEvent,Function,Void,false
ResumeAllWait,Function,Void,true
ResumeWait,Function,Void,true
ReTimeWait,Function,Void,true
Seed,Function,Void,true
SendCresnetPacket,Function,Void,true
SendPacketToCpu,Function,Void,true
SetArray,Function,Void,true
SetCip,Function,Void,true
SetClock,Function,Void,false
SetCresnet,Function,Void,true
SetDate,Function,Void,true
SetEncoding,Function,Void,true
SetSlot,Function,Void,true
Trace,Function,Void,true
WaitForInitializationComplete,Function,Void,true
WriteStructure,Function,Void,true
Wait,Function,Void,true